seriali	SurveyYear	DayofWeek	Age	Sex	Country	BACONANDHAM	BEEFVEALANDDISHES	BEERLAGERCIDERPERRY	BISCUITS	BROWNGRANARYANDWHEATGERMBREAD	BUNSCAKESPASTRIESFRUITPIES	BURGERSANDKEBABS	BUTTER	CHEESE	CHICKENANDTURKEYDISHES	CHIPSFRIEDROASTPOTATOESANDPOTATOPRODUCTS	CHOCOLATECONFECTIONERY	COATEDCHICKEN	COMMERCIALTODDLERSFOODSANDDRINKS	CRISPSANDSAVOURYSNACKS	EGGSANDEGGDISHES	FRUIT	FRUITJUICE	HIGHFIBREBREAKFASTCEREALS	ICECREAM	LAMBANDDISHES	LIVERDISHES	LOWFATSPREAD	MEATPIESANDPASTRIES	NUTSANDSEEDS	OILYFISH	ONEPERCENTMILK	OTHERBREAD	OTHERBREAKFASTCEREALS	OTHERMARGARINEFATSANDOILS	OTHERMEATANDMEATPRODUCTS	OTHERMILKANDCREAM	OTHERPOTATOESPOTATOSALADSDISHES	OTHERWHITEFISHSHELLFISHFISHDISHES	PASTARICEANDOTHERCEREALS	PORKANDDISHES	PUDDINGS	PUFAMARGARINEOILS	REDUCEDFATSPREAD	SALADANDOTHERRAWVEGETABLES	SAUSAGES	SEMISKIMMEDMILK	SKIMMEDMILK	SMOOTHIES100FRUITANDORJUICE	SOFTDRINKSLOWCALORIE	SOFTDRINKSNOTLOWCALORIE	SPIRITSANDLIQUEURS	SUGARCONFECTIONERY	SUGARSPRESERVESANDSWEETSPREADS	TEACOFFEEANDWATER	VEGETABLESNOTRAW	WHITEBREAD	WHITEFISHCOATEDORFRIED	WHOLEMEALBREAD	WHOLEMILK	WINE	YOGURTFROMAGEFRAISANDDAIRYDESSERTS	DRYWEIGHTBEVERAGES	CHEDDARCHEESE	COTTAGECHEESE	LOWFATSPREADNOTPOLYUNSATURATED	OTHERCHEESE	POLYUNSATURATEDLOWFATSPREAD	REDUCEDFATSPREADNOTPOLYUNSATURATED	REDUCEDFATSPREADPOLYUNSATURATED	SAVOURYSAUCESPICKLESGRAVIESCONDIMENTS	SOUPHOMEMADEANDRETAIL	SpecialDiet	Supps	UsualFoodQuantity	LessFoodReason	MoreFoodReason	UsualDrinkQuantity	LessDrinkReason	diarymth	MoreDrinkReason
900511232	9	Wednesday	4	1	England	0	111.7647059	0	0	0	0	0	14	10	0	0	14.2	0	0	10	0	60	0	0	64	0	0	0	0	0	0	0	0	19.2	0	0	0	0	0	33.6	0	0	0	3.5	0	0	110	0	0	1060	0	0	0	8	0	0	20	0	62.72	0	0	0	0	10	0	0	0	0	3.5	0	.01	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511232	9	Thursday	4	1	England	0	0	0	24.4	0	18	0	0	0	0	0	0	0	0	13	0	85	0	0	0	0	0	0	0	0	0	0	0	19.2	0	0	0	46	0	0	0	0	0	3.5	37	0	110	0	0	320	0	0	7.7	8	0	127.6	0	40	56	0	0	80	0	0	0	0	0	0	3.5	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511232	9	Friday	4	1	England	0	0	0	0	0	0	0	6.75	0	0	14	0	52.5	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	19.2	0	0	177	0	0	0	0	0	0	10	0	0	110	0	0	160	0	0	0	12	0	0	50	0	45.85	0	0	40	0	0	0	0	0	0	10	0	8	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511272	9	Thursday	1	2	England	0	0	0	6.225	0	17.5	0	0	0	0	8.25	0	63	0	0	32	0	0	0	0	0	0	0	0	0	25.002	0	0	13	0	0	0	246	0	104.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	150	0	0	0	0	435.85	0	80	6	0	0	0	0	0	0	0	8	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511272	9	Friday	1	2	England	0	0	0	6.225	0	0	0	0	0	0	0	0	0	0	0	0	60	0	12.61433447	0	0	0	0	0	0	75.006	0	0	0	0	0	100	0	0	49.1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.681911263	55	158.2	0	0	0	254.8037543	0	0	5.5	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511272	9	Saturday	1	2	England	0	0	0	16.25	0	0	0	0	0	46.125	0	0	0	0	0	0	70	0	12.61433447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.7	0	0	0	0	0	0	0	0	0	30	0	0	0	1.681911263	50	44.4	0	0	0	137.3037543	0	40	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900511272	9	Sunday	1	2	England	0	0	0	0	0	0	0	0	0	38.4375	15	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	12.4	0	0	0	246	0	49.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	222.58	0	0	0	0	0	0	0	0	0	0	16	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900512061	9	Monday	52	2	England	0	81.066	0	55.7	0	0	0	0	0	0	0	0	0	0	12	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	69.5	0	0	80	0	0	0	0	0	0	1360	340	0	0	0	0	0	120	22	0	0	0	0	0	0	0	8	260	No	Yes	More Than Usual	 	Busy/active/exercising	Usual Amount	 	3	 
900512061	9	Tuesday	52	2	England	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	181	100	0	18.75	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	14	0	1819	407.5	0	0	0	0	0	80	3	28	0	0	0	0	0	0	0	0	No	Yes	Less Than Usual	Dieting	 	Usual Amount	 	3	 
900512061	9	Wednesday	52	2	England	0	0	0	20	0	0	0	0	16.6	0	0	0	0	0	0	197	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	180	50	0	0	0	0	3	272	0	0	35	0	0	290	74.75	67.5	0	1313	153	0	0	0	0	0	120	1	16.6	0	0	0	0	3	0	16	0	No	Yes	Usual Amount	 	 	More Than Usual	 	3	Change of routine
900512061	9	Thursday	52	2	England	0	0	0	26	32.8	48	0	20	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	30	90	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	No	Yes	Less Than Usual	Too busy	 	Usual Amount	 	3	 
900512111	9	Saturday	58	1	England	75	37	0	0	88	89	0	20	0	0	100	0	0	0	0	174	100	0	40	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	42.5	76	288.6	0	0	300	0	0	0	10	1925	100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900512111	9	Sunday	58	1	England	0	0	0	15	0	0	0	37.5	50	100	200	0	0	0	0	0	190	0	40	75	0	0	0	0	125	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	311.6	0	0	300	0	0	0	20	2002	159.9995	45	0	0	0	0	0	2	50	0	0	0	0	0	0	50	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900512111	9	Monday	58	1	England	46	74	0	22	44	0	0	0	0	0	165	21	0	0	25	0	370	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.6	0	0	0	0	0	0	20	1557	60.6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Less Than Usual	Too busy	3	 
900512111	9	Tuesday	58	1	England	0	0	0	19.1	88	137.7726751	0	20	0	90	0	0	0	0	0	401.6	100	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.6	0	0	0	0	0	0	20	1626	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	215	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900512171	9	Sunday	55	1	England	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	57	100	300	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	0	100	0	0	0	0	0	0	0	1000	535.92275	0	0	75	0	750	0	4	0	0	0	0	0	0	0	0	0	Yes	Yes	Less Than Usual	Change of routine	 	Usual Amount	 	2	 
900512171	9	Monday	55	1	England	0	0	0	0	0	0	0	20	202.5	0	0	0	0	0	25	0	300	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	350	0	0	0	0	50	0	0	800	356.61375	0	0	88	0	500	0	4	200	0	0	2.5	0	0	0	15	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	2	 
900512171	9	Tuesday	55	1	England	0	0	0	0	0	0	0	24	0	0	0	0	0	0	25	57	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	100	0	0	0	1500	1293.650794	0	0	75	0	500	0	5	0	0	0	0	0	0	0	33	300	Yes	Yes	Usual Amount	 	 	Usual Amount	 	2	 
900512171	9	Wednesday	55	1	England	0	0	0	0	100	0	0	20	0	0	0	0	0	0	0	393.02	125	200	30	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.73	0	200	0	0	0	0	0	0	0	1600	100	0	0	0	0	500	0	4	0	0	0	0	0	0	0	8	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	2	 
900512182	9	Saturday	6	1	England	0	0	0	12.5	0	0	0	0	0	129	0	40	0	0	0	0	100	300	16	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	58.7	0	360	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	227.4	0	0	0	0	0	0	0	0	0	0	0	280	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900512182	9	Sunday	6	1	England	0	0	0	36.5	0	0	0	0	30	0	20	0	0	0	0	0	100	140.3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.7	0	0	0	0	60	0	0	0	0	0	0	0	0	0	40	0	0	0	0	319.2	0	0	0	30	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900512182	9	Monday	6	1	England	0	374.308	0	12.5	0	49	0	0	0	0	0	0	0	0	0	0	112.8	150	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	180	0	0	6	0	123	0	0	0	0	0	0	8	234	153.96	0	0	0	148.412	0	0	0	0	0	0	0	0	0	0	32	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900512182	9	Tuesday	6	1	England	57	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	112.8	0	200	0	0	0	0	0	0	0	0	0	0	0	0	471	82	0	0	0	362	0	0	0	75.5	123	0	0	0	0	0	0	8	117	30.1	36	0	0	53.412	0	0	0	0	0	0	0	0	0	0	56	170	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900512201	9	Friday	80	1	England	11	28	573	21	0	0	0	27	28	0	100	0	0	0	0	114	193.8	0	0	25	0	28	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	25	0	0	0	0	0	0	35	1040	0	80	0	91.8	0	0	86.4	1	28	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	More Than Usual	 	2	Change of routine
900512201	9	Saturday	80	1	England	0	0	859.5	0	0	65.39907903	0	2.025	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	149.4	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	70	0	0	0	130	0	0	35	810	390	93.5	0	0	0	0	86.4	3	0	0	0	0	0	0	0	156	0	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900512201	9	Sunday	80	1	England	84	0	0	30	0	65.4072	0	13.25	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	121.52	148.3312732	0	0	0	0	100	0	0	0	0	0	0	35	1520	210	93.5	0	72	0	0	0	4	0	0	0	0	0	0	0	90.78	230	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900512201	9	Monday	80	1	England	84	294.1176471	0	64	0	65.4026	0	21	14	0	0	0	0	0	25	57	100	0	0	52.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.52	0	98.88751545	0	0	0	0	305	0	0	0	0	0	0	35	1115	0	0	0	133.2	0	0	224	3	0	0	0	14	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	2	 
900513031	9	Sunday	40	2	England	0	0	0	40	0	0	0	0	27.6	0	0	0	0	0	0	0	40	0	64	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6	0	15	0	0	0	0	0	0	0	1540	538.54	211	0	79.8	116.48	0	0	3	27.6	0	10	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	More Than Usual	 	4	Other - Specify
900513031	9	Monday	40	2	England	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	15	0	0	0	0	5.5	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	252.5	0	0	0	116.48	0	0	2	0	0	0	0	0	0	0	47.5	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513031	9	Tuesday	40	2	England	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	101	0	0	0	0	160.1	0	0	0	0	0	0	0	0	0	860	123.45	128.28	0	0	200	0	0	1	100	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513031	9	Wednesday	40	2	England	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	80.1	0	0	0	0	0	0	0	0	0	1080	135	128.28	0	67.83	40	0	0	1	0	0	14	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513032	9	Sunday	6	1	England	0	0	0	0	0	0	0	0	0	0	114	0	187	0	25	124	111.49	125	366	0	0	0	13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	135	0	0	50.87	0	0	40	0	0	0	13.5	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513032	9	Monday	6	1	England	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232.5	0	30.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.83	0	0	0	0	10	0	0	0	0	0	0	0	0	0	360	33.33	0	0	0	110.292	0	0	0	0	0	0	0	0	0	0	33.33	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513032	9	Tuesday	6	1	England	0	0	0	54.8	0	0	0	0	0	0	0	0	0	0	25	0	287.2	200	18.75	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	141.7	0	0	0	0	14.3	0	0	0	0	0	0	0	0	0	450	255.08	0	0	0	46.875	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513032	9	Wednesday	6	1	England	0	0	0	0	0	35	0	0	0	0	65	0	0	0	0	0	157.2	0	134	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	126	0	183	0	0	14.3	0	0	0	190.8	0	0	0	0	24	400	114	24	112	0	0	0	0	0	0	0	10	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513061	9	Thursday	58	1	England	46	0	0	0	0	0	0	0	60	216.3	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	144.8	0	0	0	0	0	0	0	0	0	0	30	44.9	0	60	0	0	0	0	0	7	0	1190	373.15	64	0	0	0	0	0	0	60	0	0	0	0	30	0	8.15	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513061	9	Friday	58	1	England	0	168.8	0	0	0	0	0	0	0	100	240	0	0	0	20	0	0	0	0	0	0	0	0	0	50	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	148.2	0	0	0	0	300	0	0	961	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513061	9	Saturday	58	1	England	0	0	0	0	0	0	0	0	19.5	607.1428571	0	0	0	0	20	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	1333	193.33	320	0	0	0	0	0	0	19.5	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513061	9	Sunday	58	1	England	0	0	0	0	0	0	0	0	60	260	0	0	368	0	170	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	97	0	78	0	0	0	0	0	28	0	922	60	0	0	68	0	0	0	0	60	0	0	0	0	0	14	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513062	9	Thursday	17	2	England	0	0	0	22	0	60	0	0	16.4	0	0	0	0	0	0	0	4.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6	0	0	30.85	0	0	0	0	49.36	0	0	0	0	0	0	0	0	0	1068	336.05	128	0	0	0	0	0	0	16.4	0	0	0	0	0	0	0	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513062	9	Friday	17	2	England	0	0	0	28.26	0	65	0	0	0	0	0	0	0	0	16	0	100	0	0	0	0	0	0	0	0	0	0	0	40	0	0	150	0	0	298.5	0	0	0	45	0	0	0	0	0	0	0	0	0	0	1068	236.3	0	0	0	0	0	120	0	0	0	0	0	0	0	45	0	0	Yes	Yes	Usual Amount	 	 	Usual Amount	 	3	 
900513062	9	Saturday	17	2	England	0	0	0	26	0	0	0	0	49.49	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	6.3655	0	0	0	0	28.535	0	0	0	0	38.515	0	0	0	0	0	0	0	0	4.39	1032.59575	44	97.92	0	0	0	0	0	0	0	0	0	49.49	0	0	0	4.93875	0	Yes	Yes	Less Than Usual	Change of routine	 	Less Than Usual	Change of routine	3	 
900513062	9	Sunday	17	2	England	0	0	0	0	0	0	0	0	19.08	0	0	0	0	0	75.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.155	0	234.6	0	0	123.6	0	0	0	0	15.9	0	0	0	0	0	450	0	57.4	2.385	1505.247	315	0	0	0	0	0	0	0	0	0	0	19.08	0	0	0	13.833	0	Yes	Yes	Less Than Usual	Change of routine	 	Usual Amount	 	3	 
900513082	9	Tuesday	3	2	England	0	0	0	0	0	35	0	0	0	16.2	0	0	0	0	0	0	355	0	0	100	0	0	0	0	0	0	0	0	70	0	0	0	0	23.2	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384.8	4.0556	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	142.0554545	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513082	9	Wednesday	3	2	England	0	0	0	18	0	20	0	0	0	0	0	35.3	0	0	12.5	0	55	0	0	100	0	0	0	0	0	0	0	0	21.2	0	0	0	0	0	0	0	0	0	0	23.2	0	78.988	0	0	0	0	0	0	0	704.4	0	109.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513082	9	Thursday	3	2	England	0	0	0	10	0	0	0	0	0	56	0	20	0	0	0	0	316	0	0	49	0	0	0	0	43	0	0	0	21.2	0	0	0	0	0	50.4	0	0	0	0	0	0	0	0	0	0	200	0	0	0	234.8	0	31	0	0	77.168	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513082	9	Friday	3	2	England	0	0	0	28	0	60	0	0	0	0	56.2	21	0	0	25	0	369	0	0	50	0	28	0	0	0	0	0	0	21.2	0	0	0	54.3	0	0	26.4	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	0	0	0	77.168	0	0	0	0	0	0	0	0	0	0	0	0	No	Yes	Usual Amount	 	 	Usual Amount	 	4	 
900513171	9	Monday	28	1	England	0	0	0	91.2	0	0	0	14	96.8	0	0	0	0	0	54.5	0	674	0	350	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.26	1196	0	225	0	80	0	0	0	0	96.8	0	0	0	0	0	0	0	0	Yes	No	Usual Amount	 	 	Usual Amount	 	4	 
900513171	9	Tuesday	28	1	England	0	0	0	60.8	0	0	0	0	0	0	0	112	0	0	0	0	100	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	916.625	0	0	272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	28.52	2602	475.1565934	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	More Than Usual	 	Other - Specify	Usual Amount	 	4	 
900513171	9	Wednesday	28	1	England	0	0	0	66	0	0	0	14	0	0	0	0	0	0	113	0	100	0	350	0	0	0	0	0	319	0	0	0	0	0	0	60	0	0	0	0	0	0	0	54.6	0	0	0	0	0	1186	0	70	10.26	1904	671.75	0	0	80	0	0	0	0	0	0	0	0	0	0	0	60	0	Yes	No	More Than Usual	 	Change of routine	Usual Amount	 	4	 
900513171	9	Thursday	28	1	England	0	0	500	0	0	0	0	15	96.8	0	0	0	0	0	37	0	100	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440.46	0	0	0	0	0	0	0	0	0	0	593	0	40	24	1568	0	0	0	80	0	0	0	0	96.8	0	0	0	0	0	0	0	0	Yes	No	Usual Amount	 	 	Usual Amount	 	4	 
900513221	9	Thursday	70	2	England	0	0	0	0	0	0	0	0	250.6416	0	0	0	0	0	0	0	304.1	100	371.5	0	0	0	0	0	78.81	0	0	0	0	0	0	0	0	0	206.25	0	0	0	0	0	0	31	0	0	0	0	0	0	0	2868.9	95	0	0	87	0	0	0	0	0	0	0	250.6416	0	0	0	68.2275	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900513221	9	Friday	70	2	England	0	0	0	0	0	0	0	7	0	0	0	0	0	0	16.5	0	401.52	100	371.5	0	0	0	0	0	59.04	0	0	0	0	3	0	0	0	0	260.888875	0	0	0	0	328	0	24	0	0	0	0	0	0	0	2876.1	365.1377193	0	0	58	0	0	0	0	0	0	0	0	0	0	0	1.515	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900513221	9	Saturday	70	2	England	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	250.02	0	371.5	0	0	0	0	0	53.3	0	0	0	0	0	0	0	0	0	134.86625	0	0	0	0	77.77	0	31	0	0	0	0	0	0	0	2968.8	536.3640548	0	0	117.31	0	0	0	0	0	0	0	0	0	0	0	1.495	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900513221	9	Sunday	70	2	England	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	106	100	371.5	0	0	0	0	0	42.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244.5	0	31	0	0	0	0	0	0	0	2868.7	155	0	0	256.2280752	0	0	0	0	0	0	0	0	0	0	0	1.505	0	Yes	No	Usual Amount	 	 	Usual Amount	 	3	 
900513252	9	Saturday	3	2	England	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	200	240	0	320	0	0	0	28	0	42.2	0	0	0	0	0	0	0	0	200	0	145.6	0	0	100	0	188	0	0	0	0	0	0	0	28	0	0	No	No	More Than Usual	 	 	More Than Usual	 	3	 
900513252	9	Sunday	3	2	England	0	0	0	0	0	0	0	0	25.6	130	0	0	0	0	25	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	200	240	0	320	0	0	0	24	0	42.2	0	0	0	200	0	0	0	0	100	0	80	0	0	0	0	141	0	25.6	0	0	0	0	0	24	0	0	No	No	More Than Usual	 	 	More Than Usual	 	3	 
900513252	9	Monday	3	2	England	0	0	0	0	0	27	0	0	25.6	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	141.8	0	0	0	19.9	0	0	0	0	0	400	0	0	0	0	100	0	0	0	0	0	0	0	0	25.6	0	0	0	0	0	19.9	38.5	0	No	No	More Than Usual	 	 	More Than Usual	 	3	 
900513252	9	Tuesday	3	2	England	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	216.57	0	0	0	29	0	0	0	0	0	0	0	0	0	0	100	0	80	0	0	100	0	0	0	0	0	0	0	0	0	29	38.5	0	No	Yes	More Than Usual	 	 	More Than Usual	 	3	 
900513272	9	Tuesday	1	1	England	0	0	0	14	0	0	0	2.5	0	129.965	0	0	0	0	30	36.47	43.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	61.6	0	0	0	0	66	0	0	0	0	0	0	0	0	0	150	0	9.7	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900513272	9	Wednesday	1	1	England	25	0	0	0	0	0	0	8.5	0	0	0	0	0	0	30	0	28	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	44	0	23	52.04819277	0	0	0	0	0	0	0	0	0	0	0	0	0	170	125	23.7	0	0	504.6	0	0	0	0	0	0	0	0	0	0	0	139.6340909	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900513272	9	Thursday	1	1	England	0	0	0	14	0	0	0	8.866567608	0	48.4	0	0	0	0	12.5	31.0245	43.5	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	67.5922734	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	150	0	21.55	0	0	346.192838	0	0	0	0	0	0	0	0	0	0	.118320951	105.7181818	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900513272	9	Friday	1	1	England	0	0	0	32	0	0	0	0	0	0	40	0	0	0	0	0	48.5	100	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	29.635	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	21.7	0	56	0	441	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	3	 
900601011	9	Saturday	50	2	England	0	0	0	81.4	0	0	0	0	50	0	0	0	0	0	0	144.02	170	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	219	0	0	0	0	0	0	0	1731	415	82	0	0	0	0	150	0	50	0	0	0	0	18	0	0	0	No	No	Usual Amount	 	 	Usual Amount	 	4	 
900601011	9	Sunday	50	2	England	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	120	0	37.5	0	347.5	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	1231	260	0	0	0	0	0	150	0	0	0	0	0	0	0	0	.02	0	No	Yes	Less Than Usual	Sickness/Tiredness	 	Less Than Usual	Sickness/Tiredness	4	 
900601011	9	Monday	50	2	England	0	0	0	40.8	80	0	0	0	0	0	0	50	0	0	32.5	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.7	0	0	0	0	14	40	0	288	0	0	0	0	0	0	0	1212	112.3	0	0	136	0	0	150	0	0	0	0	0	0	14	0	85.8	0	No	Yes	Usual Amount	 	 	Less Than Usual	Don't know	4	 
